s,d,n,p,k,seed,error_naive_med,error_elliptical_med,num_na
100,2,1000,low,small,278,161.75812584893868,0.34011263701019623,6
100,3,1000,low,small,278,177.78652950128875,0.4048706528209517,14
100,4,1000,low,small,278,206.05861310516082,0.4698165208847753,21
100,5,1000,low,small,278,272.6382547089794,0.44082377592655064,15
100,6,1000,low,small,278,262.55726149061667,0.5159636630472018,21
100,7,1000,low,small,278,289.03338244845827,0.49511715911876075,24
100,8,1000,low,small,278,383.70337016313135,0.4562880191657562,18
100,9,1000,low,small,278,308.85110291724436,0.49436580895755244,24
100,10,1000,low,small,278,392.073829471787,0.5518436182611139,24
100,11,1000,low,small,278,394.9087267880682,0.5743928413865993,25
100,12,1000,low,small,278,456.029298669886,0.5989014262289158,27
100,13,1000,low,small,278,464.90726525840546,0.6067927759700464,33
100,14,1000,low,small,278,453.53269101471517,0.6947287058525147,35
100,15,1000,low,small,278,534.1049305615686,0.6997972640153272,28
100,16,1000,low,small,278,607.556806122955,0.7614940172887348,26
100,17,1000,low,small,278,471.4923575382892,0.6665359525969259,44
100,18,1000,low,small,278,442.2892121246714,0.6464938414091312,33
100,19,1000,low,small,278,466.1664399007986,0.6146388216132854,43
100,20,1000,low,small,278,549.0365124602404,0.6772317720246728,39
100,21,1000,low,small,278,522.8210772403253,0.7360688268447282,39
100,22,1000,low,small,278,664.0435138490113,0.7440702391117855,38
100,23,1000,low,small,278,535.2940767262819,0.7632504995248663,41
100,24,1000,low,small,278,582.8073923248348,0.7340580900865028,41
100,25,1000,low,small,278,677.2875062623586,0.681436799989237,39
100,26,1000,low,small,278,786.9700922498535,0.8460787058284336,33
100,27,1000,low,small,278,639.8266304612761,0.7357577400163418,42
100,28,1000,low,small,278,595.8721027799672,0.7445365007696954,47
100,29,1000,low,small,278,623.9839942900138,0.8706206935108898,43
100,30,1000,low,small,278,641.0930448123627,0.7875702421624994,44
