x,y
774.3065328397633,232.49321214874726
777.3278048290055,236.79692763460992
780.3222835166501,241.0813867178772
783.2898504490181,245.34641991664762
786.230388236988,249.59185851745616
789.1437805606403,253.8175345819485
792.0299121738583,258.0232809535243
794.8886689088873,262.20893126394924
797.7199376808503,266.37431993993596
800.523606492222,270.5192822096943
803.2995644372581,274.64365410944845
806.047701706384,278.7472724899237
808.767909590537,282.82997502279954
811.4600804854671,286.89160020713143
814.1241078959943,290.931987375739
816.7598864402202,294.950976701562
819.367311853697,298.948409203982
821.946280993552,302.92412675511207
824.4966918425679,306.8779720860514
827.0184435132179,310.80978879310624
829.5114362516566,314.7194213439773
831.975571441666,318.60671508391215
834.4107516085572,322.47151624182254
836.8168804230252,326.31367193636765
839.1938627049595,330.1330301820012
841.5416044272106,333.9294398949844
843.8600127193074,337.70275089936115
846.1489958711326,341.45281393289997
848.4084633365494,345.1794806529974
850.638325736984,348.88260364254654
852.8384948649609,352.5620364157686
855.0088836875921,356.21763342400686
857.1494063500196,359.8492500614851
859.2599781788123,363.45674267102686
861.3405156853153,367.03996854973866
863.3909365689516,370.59878595465534
865.411159720479,374.1330541083461
867.4011052251974,377.6426332044838
869.3606943661114,381.1273844133757
871.2898496270421,384.5871698874545
873.1884946956957,388.0218527667314
875.0565544666806,391.4312971842103
876.8939550444791,394.81536827126206
878.70062374637,398.1739321629593
880.4764891053044,401.5068560033726
882.2214808727323,404.8140079508247
883.9355300213816,408.0952571831068
885.6185687479888,411.3504739026531
887.2705304759802,414.5795293416754
888.8913498581069,417.78229576725676
890.4809627790289,420.9586464864042
892.0393063578513,424.1084558510605
893.5663189506123,427.2315992630744
895.0619401527208,430.3279531791294
896.5261108013465,433.39739511563084
897.9587729777601,436.4398036535507
899.3598700096246,439.45505844323156
900.7293464732364,442.44304020914603
902.0671481957183,445.40363075461573
903.373222257163,448.3367129664873
904.6475169927244,451.2421708197637
905.8899819946644,454.11988938219497
907.1005681143436,456.96975481882464
908.2792274641683,459.79165439649194
909.4259134194831,462.585476488292
910.5405806204159,465.3511105779912
911.6231849736718,468.0884472643992
912.673683654278,470.79737826569567
913.6920351072772,473.47779642371484
914.6781990493716,476.1295957081836
915.6321364705166,478.7526712209162
916.5538096354637,481.34691919996294
917.4431820852533,483.9122370237161
918.300218638657,486.4485232149682
919.1248853935688,488.95567744492644
919.9171497283471,491.433600537182
920.676980303104,493.8821944716324
921.4043470609463,496.3013623883595
922.099221229163,498.6910085914608
922.761575320365,501.0510385528348
923.3913831335708,503.3813589159204
923.9886197552449,505.6818774993901
924.5532615602815,507.952503300796
925.0852862129399,510.19314650016986
925.584672667728,512.4037184635761
926.0514011702348,514.5841317466179
926.4854532579116,516.7343000978964
926.8868117608024,518.8541384624225
927.2554608022235,520.9435629849811
927.5913857993912,523.0024910134487
927.8945734639985,525.0308411020628
928.165011802741,527.0285330146431
928.4026901177913,528.9954877277665
928.607599007222,530.931627433892
928.7797303653779,532.8368755444392
928.9190773831963,534.7111566928174
929.025634548477,536.554396737408
929.0993976460995,538.3665227644957
929.1403637581898,540.14746309115435
929.148531264237,541.8971472680814
929.123899841156,543.6155060823858
929.0664704633007,545.3024715603244
928.9762454024262,546.9579769699922
928.8532282275976,548.5819568239614
928.6974238050502,550.1743468818719
928.5088382979959,551.7350841529727
928.2874791663799,553.2641068986138
928.0333551665857,554.7613546346877
927.7464763510886,556.2267681340229
927.426854068058,557.6602894287263
927.0745009609082,559.061861812476
926.6894309677989,560.431429842765
926.2716593210837,561.7689393430944
925.8212025467069,563.0743374051153
925.3380784635505,564.3475723907236
924.8223061827291,565.5885939341013
924.2739061068337,566.7973529437086
923.6928999291254,567.9738016042277
923.0793106326757,569.117893378452
922.4331624894593,570.2295830091284
921.7544810593924,571.3088265207468
921.0432931893225,572.3555812212805
920.2996270119663,573.3698057038742
919.5235119447962,574.3514598484821
918.7149786888773,575.3005048234554
917.874059227653,576.216903087078
917.0007868256794,577.100618389051
916.0951960273094,577.951615771928
915.1573226553267,578.769861572497
914.1872038095282,579.555323423112
913.1848778652572,580.3079702529737
912.1503844718845,581.0277722893588
911.0837645512402,581.714701058797
909.9850602959954,582.3687293881976
908.8543151679928,582.9898314059251
907.6915738965274,583.5779825428217
906.4968824765774,584.1331595331797
905.2702881669845,584.6553404156612
904.0118394885845,585.1445045341679
902.7215862222884,585.6006325386575
901.3995794071121,586.0237063859088
900.045871338159,586.4137093402364
898.6605155645501,586.7706259741522
897.2435668873057,587.0944421689751
895.7950813571788,587.3851451153907
894.3151162724369,587.6427233139572
892.8037301765951,587.8671665755601
891.2609828561016,588.058466021816
889.6869353379715,588.2166140854235
888.0816498873733,588.3416045104623
886.4451900051657,588.4334323526405
884.7776204253857,588.4920939794913
883.0790071126878,588.5175870705151
881.349417259735,588.5099106172727
879.5889192845402,588.4690649234242
877.7975828277602,588.3950516047174
875.9754787499406,588.2878735889243
874.1226791287136,588.1475351157243
872.2392572559454,587.9740417365374
870.3252876348382,587.767400314304
868.3808459769823,587.527619023214
866.4060091993613,587.2547073483826
864.4008554213101,586.948676085476
862.3654639614234,586.609537340284
860.2999153344197,586.2373045282407
858.2042912479549,585.8319923738945
856.0786745993908,585.3936169103252
853.9231494725162,584.9221954785103
851.7378011342201,584.4177467266379
849.5227160311192,583.8802906093706
847.2779817861383,583.3098483870546
845.0036871950438,582.7064426248799
842.6999222229317,582.0700971919871
840.3667780006683,581.4008372605231
838.0043468212858,580.6986893046458
835.612722136331,579.9636810994766
833.1919985521686,579.1958417200013
