elliptical,depth
0.2345469101389952,0.2811691384129135
0.31170067051944306,0.17033979350515102
0.10893226351865469,0.10144943307379016
0.09236207558302421,0.16355846342053956
0.03146539886907972,0.2296854449615847
0.12154403962909321,0.25597594954452324
0.38798370917184116,0.7836230329788533
0.005000685092218746,0.0312686267078217
0.030971721015472777,0.04190996245964575
0.12358955974321588,0.13864938201569793
0.2867007578230615,0.263336613204843
0.3107654363857464,0.067464087983039
0.2001103292508012,0.08899341475376497
0.03145763747129664,0.35907808834837296
0.07162518883455732,0.11127861661297657
0.10838838001407992,0.12460169975361114
0.006379157292500859,0.15168852041769756
0.1524253723536527,0.49961161471837906
0.1383532190082142,0.07676344590595183
0.008255639605153168,0.5435070024079223
0.15447065588860365,0.30924876913629457
0.14209186585495573,0.10999746435943236
0.03356963757480867,0.16672532898985443
0.09674519751158173,0.10115173496555237
0.32927854855604993,0.262788984905242
0.46284485963242483,0.5503878837603372
0.022067997547606796,0.09655647681035553
0.20362088347736304,0.11662331292186795
0.008903075811593393,0.13267830326312488
0.05042118482556284,0.07204532756840794
0.20589707070373311,0.20637831989261893
0.1096390050115026,0.5017789850530925
0.4022631808275318,0.6192270147464799
0.1948282274147152,0.3740439430360874
0.25426954389804135,0.1163742706590276
0.038194102461408724,0.06482833443898353
0.29997525589899837,0.2536621971690418
0.1304389827277259,0.1854138573600503
0.2134346032918718,0.07745705898072626
0.45529472444839897,0.3575590204655282
0.09820057261287883,0.07458165161754322
0.22423941050747306,0.24857247349265454
0.19805311272629275,0.34895828526922223
0.09476169962355584,0.123279021698058
0.18260831582155115,0.07834313322687854
0.25813427363964375,0.3486704296344771
0.37439681134187636,0.06968713099271724
0.04766705138005018,0.4449418261036902
0.027447624889946818,0.13418440066459295
0.23525999201899794,0.1705131331149193
0.36907118533170385,0.1648538890704494
0.2839330682903805,0.19047629636106617
0.12036383846865405,0.1904146938673286
0.09464365001362379,0.21781956321541207
0.06541241841904563,0.05048289838796508
0.016956853743899575,0.12205634012088752
0.1423365555439949,0.1420098368393243
0.29266530200082624,0.32670277645282586
0.11449956422892874,0.15197413708945115
0.07139724513101578,0.31100386788098117
0.19560827781669787,0.09424178368114823
0.5383076579489475,0.8177451919873708
0.07711168420984967,0.17055793355920185
0.0916804722644092,0.3329430080160231
0.4085067282240864,0.884411547710635
0.2880162305135793,0.15087382597200563
0.21132833341672302,0.3029324066425819
0.2624650206394286,0.17493739701346472
0.1074615283553175,0.12358276005594115
0.28517581884037824,0.8955704216858872
0.12056814821886432,0.10780280372278382
0.11454455715799658,0.19208379879390067
0.8443607884408707,0.7324404656712792
0.033305614310840434,0.1771398990902578
0.08818481799465715,0.08103460017464173
0.1710892221430449,0.09927955498950829
0.26833961586520966,0.4931734906265317
0.16075781527417962,0.06851921630687853
0.3647754166914293,1.2891880793371924
0.11457516753141202,0.1693293929464816
0.24336217097845758,0.3398082097966057
0.48359781166993787,0.4318522245035322
0.019428251508056674,0.11043649030022855
0.4173325481783341,0.4524115214618111
0.18185469039940022,0.26517094409687547
0.010326018205624357,0.6545230902127739
0.08450332158872426,0.142844597024642
0.2783785723543446,0.4919224401831387
0.12952689220491292,0.4598929610945708
0.09938667414883397,0.11112022627127383
0.3155010680912547,0.22688891615856221
0.07421079043195883,0.08788759870330626
0.08507039868772115,0.14767219201675946
0.024631352649418334,0.3926071209588272
0.05732911514000906,0.13443577580589064
0.2698405948288925,0.14569673190740356
0.18395208810304653,0.17821202613427908
0.45401338795111323,0.4606265845821006
0.0324320242514908,0.2042562638762034
0.03839516479507094,0.07314113545079143
