elliptical,depth
0.8742470916286441,0.6839338492584708
0.8109503260922204,0.530553905072004
0.8657978888097896,0.634740742094225
0.855302509020001,0.6550586034198819
0.77000061755943106,0.440471400706434
0.8599489417433719,0.6444137315545163
0.8698759646563528,0.692768892641391
0.7974110167382691,0.5175435200950899
0.8260076121038541,0.5580246518122277
0.7729402620050504,0.4364453178629404
0.8054259753807101,0.5274050395254617
0.7967133469565605,0.5008663513447276
0.8249153915382337,0.5458939116978987
0.8649873990797415,0.670657148334264
0.8465535783655185,0.5982216168121663
0.8768528640123224,0.6945322002227478
0.6660870948142038,0.24642312950497663
0.8227100113127447,0.6259670125381119
0.7982890430939014,0.46049949014860964
0.8421165886003481,0.6048520179818849
0.7620919319578111,0.4079164771445635
0.8743057254370429,0.7097347262176382
0.7979022003678904,0.508754762918704
0.7981675587125057,0.5016792258361686
0.7991172304416831,0.502245889741285
0.7917848869680404,0.5118655706491344
0.8515322482671109,0.6322166779435388
0.8512026818711552,0.6575170292928796
0.8443068537439126,0.6277083488679004
0.7620135052642912,0.43668014091391194
0.7755554553034889,0.4987120402386609
0.862455318832045,0.661790445478075
0.7932700834484194,0.5251322201488111
0.8296918005920744,0.5780735292554089
0.834981026320831,0.5820600999476653
0.8250551955450496,0.5547742622980063
0.8836738640804853,0.729030370837513
0.8714773306079281,0.6747441132768434
0.8219450027834713,0.5661783860752299
0.7800703365694318,0.46445476838116634
0.8425091387977242,0.5694342463669316
0.8227434968378956,0.5800878700842566
0.7941123912854174,0.4888116742556606
0.8119421869778866,0.4894433372702915
0.7672031580665225,0.44979159345282044
0.9347962225893979,0.8326139143852521
0.831785414664471,0.6001310570543106
0.7886813742166584,0.48475647151322454
0.7579980404558699,0.4000415919191738
0.8306382017390794,0.5955808058035875
0.8622530290053776,0.6846835859729092
0.8660872481180139,0.6737672731722572
0.7239223376665702,0.27014106136978533
0.8064320365656339,0.5257796521176059
0.8425734464051919,0.6111461286799309
0.8501851148059489,0.6511656905063232
0.8185931261328121,0.5520456185087707
0.7384126708071429,0.35797328192320516
0.7749563525397578,0.4438778799834189
0.8372079164288084,0.6340911880321543
0.7700795081813936,0.4453459495855823
0.800237654184551,0.5104184384110122
0.7626867848943045,0.43672216376225337
0.8328253973200367,0.6183933103262261
0.8431873107913759,0.6353777429788744
0.8342426402881478,0.5986379414903472
0.8203593975483906,0.6002136034127026
0.8435089294135675,0.6662317402640321
0.7808261016224551,0.4455336426475418
0.7600293915672786,0.4132076629116526
0.8231659168563455,0.5814848327502511
0.8105654575551524,0.5457993168727525
0.8794198100224265,0.7032164339532893
0.7970920678154699,0.47207442129573196
0.8439458573735554,0.6373012628135079
0.7943983994669499,0.5245917913817099
0.8716995385913509,0.700184040226894
0.8068677123360581,0.5130311648122454
0.8603485899594605,0.66842844780308
0.7953013465905414,0.5082806386176613
0.890339066170759,0.7546986662425801
0.7211522331153679,0.385598189083331
0.722704129600476,0.34424580988980785
0.7633014209190275,0.42528712102758365
0.8136239351396672,0.5285705346480383
0.7245123067918446,0.3032177118157469
0.8873920068360537,0.7425601111878758
0.8739040694435504,0.6734081363354807
0.8263350501422008,0.5792431332483283
0.7944470642880072,0.5325860656919134
0.8054022460325968,0.4890679874625276
0.8209647420362653,0.5718306117276669
0.7711667201507649,0.4907119050121315
0.7898794051198519,0.5333153732492413
0.7619122521588341,0.4421183039269019
0.7747332775458019,0.44512662631889677
0.8953925652360951,0.73997184906236535
0.833943940923085,0.590840048471291
0.7779191259419631,0.4606909609971686
0.8333782014955217,0.5655049667815085
